ClusterID,ArtisanID,ArtefactID,Artefact Name,Artefact Type,Artefact Size,Description,Dimensions,Artefact Material,Artefact Weight,Artefact price,ArtefactLink 
JD-BH,JD-BH-04,JD-BH-04-004,Glass ,Glass,3D,"Time to let go your usual crockery gifts, choose these exclusive handcrafted glass sets, made of pure bone. Glossy finish with gold lacquer work, and floral motifs on plain white surface, make for unique additions to yours and your loved ones kitchen. ",4 X 3,Bone,0.50,"1,800",
JD-BH,JD-BH-04,JD-BH-04-005,Farmaan ,Letter Box,3D,"Bored of the usual Google folders? Elevate your folder game, using this medieval document folder. This antique Farmaan, handcrafted with bone inlay work on wood and lacquered with high gloss for maximum lustre is an unique storage method. ",11 X 2,Bone,400.00,"3,000",
JD-BH,JD-BH-04,JD-BH-04-006,Bracelet,Bracelet,3D,"Bone layered and engarved with brass and otehr precious stones, this bracelet is a complement to your ethnic look. Want to couple it with any traditional outfit or create a bohot chic look, this is the perfect accessory!  With unusual floral and abstract miniature motifs, the bracelet adds the right amount of pop of colour. ",,"Bone, Brass, Stone",0.10,750,
JD-BH,JD-BH-04,JD-BH-04-007,Jewellery Box,Box,3D,"A pure bone jewellery box as precious as your jewels inside it! Influenced by Rajasthani minitaure paintings, that have been handpainted on the surface of this box, this is a true symbol of Rajasthan's royalty. A beautiful addition to your dresser, can be also used as a gifting item, it is a exclusive piece of Jodhpur's craftsmanship. ",10 X 5.5,Bone,0.45,"8,500",
JD-BH,JD-BH-04,JD-BH-04-008,Lotha ,Box,3D,"Embossed with miniature paintings inspired from the Rajasthan and Mughal miniature school of art, this keep for smaller items is the home decor you have been looking for. Elegant and regal, this piece adds the royal touch your home deserves. ",3 X 3,"Wood, Bone",0.20,750,
JD-BH,JD-BH-04,JD-BH-04-009,Tortoise ,Misc,3D,A good luck charm that looks more than good! This handcrafted tortoise miniature is made of brass and mother of pearl to complement the carvings on it. ,4.5 X 2.5,"MoP, Brass",0.10,700,
JD-BH,JD-BH-04,JD-BH-04-010,Bone Bag,Bag,3D,"Carry yourself in style with this stylish bag! An amazing conversation starter in any party, this bone on aluminium bag is sure to elevate a simple look. With ample space and natural longetivity, this is a bag that is going to make to your heirloom set. ",6 X 5,"Bone, Aluminum",0.20,"1,250",
JD-BH,JD-BH-04,JD-BH-04-011,Thewe-Drawer Showpiece,Drawer ,3D,"A showpiece that can be doubled as an utility drawer cabinet, suited for your bed-side or a smaller version that fits on any console table or acts as a jewellery box, or even an addition in your kitchen. This multi-suited nuanced work drawer set is an abstractly conceptualized and curated piece of art. ",5 X 3,Bone,0.80,"6,500",
JD-BH,JD-BH-04,JD-BH-04-012,Two set of Chowkidar,Showpiece,3D,Vintage style handpainted Jodhupuri Chowkidar set. This set of royal guards is inspired from the Rajputana style and has mughal influences. This has been handpainted in the miniature painting style by artisans of Jodhpur. The costumes and jewellery are a colourful and a beautifully rendered in miniature style of painting.,6 X 2.5,Bone,0.30,"3,000",
JD-BH,JD-BH-04,JD-BH-04-013,Dhola Maru statue,Showpiece,3D,"An accurate representation of the valour and poweress of the royals of Rajasthan, this pure bone scupture serves the purpose of a fancy home decor item as well as gift item. It narrates the epic folk ballad of Dhola and Maru, a delicate melody of passion, personified by the delicate craftsmanship. ",8 X 7,Bone,0.70,"12,000",
JD-BH,JD-BH-04,JD-BH-04-018,Bone Bangle,Bangle,3D,"A multicoloured bone bangle that adds the right amount of pop of color required to elevate any look. Curated over brass as the base material, with fragments of bone carefully mixed and matched in alternate brass fragments, this is a statement piece that complements any outfit. ",,"Brass, Bone",0.10,600,
JD-BH,JD-BH-04,JD-BH-04-020,Pencil Box,Box,3D,"A pencil box that looks too good for your stationary. With miniature paintings and colourful handcrafted bone work, this piece can also be used as a storage box for your small items. Or use it as home decor, and it can elevate any space. ",9 X 2,Bone,0.60,"3,000",
JD-BH,JD-BH-04,JD-BH-04-021,Photo Frame,Frame,3D,"A priceless frame for your priceless memories! A frame that exudes Rajasthan's royal heritage, made of bone bits , with each tile of bone carved and cut by hand and individually inlaid onto the frame. The floral motifs and miniatures of royals on either sides of the frame enhance the exquisiteness of this beautiful piece. ",6.5 X 8.5,"Bone, Wood, Glass",0.60,"2,500",
JD-BH,JD-BH-04,JD-BH-04-022,Small Barni,Barni,3D,"A miniature that comes alive in your living room! This multipurpose small jar, made of wood and bone, with intricate floral designs is a painting in motion. With folklore depictions and embellished with semi-precious jewels of bright hues, the functional jar shall elevate any dull corner. ",9 X 4.5,"Bone, Wood",0.80,"1,550",
JD-BH,JD-BH-04,JD-BH-04-023,Miniature Box,Box,3D,"Painted in miniature style of art inspired from the medieval times, this miniature box is a perfect addition to any drawer space or console table. Handcrafted using mother of pearl and wood, the product stands for creativity, durability and elegant charm.",2.5 X 2.5,"MoP, Wood",0.80,"1,550",
JD-BH,JD-BH-04,JD-BH-04-024,Bone Necklace,Necklace,3D,"Geomterically layered and intricately carved, this neck ornament is a must have to elevate a simple ethnic look. Threaded alongside are multi-shaped pure bone pieces that fit together like a perfect jigsaw. These simplistic yet elegant designs are a sure add-on to your jewellery collection. ",,Bone,0.10,550,
JD-BH,JD-BH-04,JD-BH-04-002,Barni ,Vase,2D,"Your old school storing ways are back! Bring this barni to your homes and refresh your childhood memories spent in your grandma's house. With ample space and functionality, this pretty looking jar is your must have product for your kitchen. ",11 X 5,"Wood, Bone",0.80,"3,200",
JD-BH,JD-BH-04,JD-BH-04-003,Surai ,Lamp,2D,"Fancy antiques? Nothing can beat this! An ancient water storing mechanism, curated in bone, with gold lacquered embellishments, this is a perfect masterpiece to compliment your classic home. Gift it,put it into its original use or use it as a statement home decor, the Surai is meant to add value in every way possible. ",17 X 7,"Wood, Bone",2.50,"4,000",
JD-BH,JD-BH-04,JD-BH-04-014,Cylindrical Box,Box,2D,"A multipurpose storage box, with beautiful cavings using bones on wood, this cylindrical box is a perfect gift item for any ocassion. For your favourite jewels or dry fruits in Diwali, it has enough space for everyone's fancies. The animals engraved on the surface are an added feature, that transports you to the medieval times. ",5 X 4.5,"Bone, Wood",0.80,"3,000",
JD-BH,JD-BH-04,JD-BH-04-015,Ash Tray,Misc,2D,"Your centre table needs are fulfilled here. A small but elegant piece handcrafted by the bone and horn artisans of Jodhpur. Exclusively made in bone and wood, this ash tray can also be a staple for cafe owners. ",5 X 5,"Bone, Wood, Brass",0.25,"1,250",
JD-BH,JD-BH-04,JD-BH-04-016,Mirror Frame,Frame,2D,"For an antique and classic look addition to your console space or dressing corner, this is the perfect mirror that you have been looking for. Intrictately caved with geometrical and floral motifs on the edges and along the mirror, this frame can be a value addition to any simple mirror too. For those who love statement pieces, this one is for you!",14 X 10,"Bone, Wood, Glass",2.00,"15,000",
JD-BH,JD-BH-04,JD-BH-04-017,Elephant Statue ,Elephant,2D,"A life-like elephant statue that adds a royal touch to your home! A mix of wood and bone, with intrictate patterned motifs and ambuish painting on the body of the elephant lined with gems of multiple colours, elevates the pale yellow base. For a handcrafted sculpture, this regal animal, is too true to its nature and is waiting to be found!",13 X 8,"Bone, Wood",2.50,"15,000",
JD-BH,JD-BH-04,JD-BH-04-019,Horse Statue ,Horse,2D,This regal horse statue handcrafted of bone and horn is a reminder of the royal past of the land of sanddunes. Its floral motifs are intricate and beautiful enough to add the classic touch to your homes. You can also gift it as a festive staple and become popular among your friends. ,10 X 3,"Bone, Wood",1.00,"8,500",
JD-BH,JD-BH-06,JD-BH-06-001,Painted elephant ,Elephant,3D,"This exquisite vintage elephant has been hand crafted by the artisans of Jodhpur. Pieces of bone have been hand carved and inlaid on the the base then handpainted with miniature details, creating a animal painted on animal illusion here. The multicolour embellishments and life-like features, add to the exclusiveness of the product. ",18 X 12,"Bone, Wood",20.00,"35,000",
JD-BH,JD-BH-06,JD-BH-06-002,Powder Box,Box,3D,"This multipurpose sizeable box, authentically a powder box, can be replicated for a storage space for all your knick-knacks. Beautifully painted with Rajasthan styled miniature painting, gives this tiny artefact a royal look. ",6 X 6,"Bone, Wood",1.00,"1,250",
JD-BH,JD-BH-06,JD-BH-06-003,Guldasta ,Vase,3D,"This miniature painted vase would bring the forest alive in any home. Bone on wood inlay work and use of earthen, natural colours brings to life the exquisite taste of craftmanship. With fine functional design, the vase can also be doubled up as a beautiful storage jar that adds to the beauty of a space. ",16 X 7,"Bone, Wood",3.00,"4,000",
JD-BH,JD-BH-06,JD-BH-06-004,A pair of Tusk,Tusk,3D,"Stylistic, elegant and true to its purpose. The truest form of bone and horn artisanship, this pair of tusk is an unique gifting solution and an elegant addition to your home decor. Simplistically carved but uniquely curated, this pair is a sight to behold!",15 X 4,"Bone, Wood",2.50,"2,500",
JD-BH,JD-BH-06,JD-BH-06-005,Elephant Bridge,Elephant,3D,"This hand carved elephant figurine bridge has be made by the craftsman of Jodhpur. Set of seven elephants of different sizes to signify a family. The base is crafted with wood and tiles are craved out of bone and inlaid onto the wooden base this is polished to give shine and lusture. This piece symolises family, fortune, power and protection of the home.",20 X 3,"Bone, Wood",2.50,"6,000",
JD-BH,JD-BH-06,JD-BH-06-006,Pencil Box,Box,3D,"A visual representation of the medieval folklores, so beautiful that is sure to rekindle your interest in history. Crafted by the bone artisans of Jodhpur, this stationary box is a little too pretty to not garner attention. With beautiful minitaure paintings painted with mutiple colours, thix box is a perfect gifting item too. ",10 X 3,Bone,1.50,"3,000",
JD-BH,JD-BH-06,JD-BH-06-007,Ring Box,Box,3D,"A gift box that stores your favourite pair of jhumkas and your mother's pearls, and looks like a heirloom. This exclusive ring box is a reminiscent of the medieval times and adds an antique look to your dresser. Choose the colour of your choice and make a statement. ",3 X 2,"Bone, Brass",0.30,500,
JD-BH,JD-BH-06,JD-BH-06-008,Bone Bag,Bag,3D,"A sling bag made with bone inlay work in white and bright forest green, all laid in a leafy pattern. The bag has curved sides with a dainty durable golden metal chain. Makes for a perfect gift item and accessory for any outfit. ",10 X 3,"Bone, Iron",2.00,"2,500",
JD-BH,JD-BH-06,JD-BH-06-009,Tasriya Box ,Box,3D,"From the exclusive workshops of bone artisans of Jodhpur, this functional design is a perfect combination of utility and beauty. Painted with muti-colour motifs and miniature Rajasthani art, this medieval Tasriya box is a reminder of all bitter-sweet memories, transporting you to your grandma's sweets and your mothers immaculate gems.  ",6 X 12,"Bone, Wood",3.00,"4,500",
JD-BH,JD-BH-06,JD-BH-06-010,Match Box,Box,3D,"Who thought a matchbox could look this elegant! With coloured geometric prints on the pristine white bone surface, this sizeable storage box for matchbox can be doubled up as a decorative item on your console table. From the land of royalty, this exquisite piece of function is sure to elevate any basic puja ghar. ",5 X 3,Bone,0.50,500,
JD-BH,JD-BH-06,JD-BH-06-011,Bone Camel Statue,Camel,3D,"A symbol of the royalty that Rajasthan stands for: camels, miniature paintings and glossy lacquer work. This bone work statement piece brings together all these elements together to elevate your basc home decor and up your gifting game for any festive season. ",18 X 8,"Bone, Wood",14.00,"25,000",
JD-BH,JD-BH-06,JD-BH-06-012,Opium Box,Box,3D,"A replica of an medieval opium box, makes for the perfect gifting item as a multipurpose storage box. This finely carved, simplistic looking bone over wood work piece, is a sophisticated fitting in your drawer space, or an unqiue item of display, quite literally out of the box!",5 X 5,"Bone, Wood",1.00,"1,400",
JD-BH,JD-BH-06,JD-BH-06-013,Circular Paper Weight,Paper Weight,3D,"An old worlds charm in this monochromatic circular paper weight. Framed with geometric patterns and curated using both bone and horn on wood, this piece can be a suitable gift item for all offices. ",8 X 4,"Born, Wood, Horn",1.00,"2,000",
JD-BH,JD-BH-06,JD-BH-06-014,Train,Train,3D,"Intricacy at its best display! A replica model of a train, is a custom made pure bone work by artisans of Jodhpur. For this statement piece, detailing has been done as minutely as possible. It manages to encapsulate the labour, creativity, and patience of an artist in a single piece. ",30 X 7,"Bone, Wood",8.00,"30,000",
JD-BH,JD-BH-06,JD-BH-06-015,Camel Bridge,Camel,3D,"This masterpiece brings a little slice of Rajasthan to your homes. An exclusive gift item made purely of bone, this a camel bridge in beige colour, a symbol of true craftsmanship. The arched bridge with five camel figurines, have natural blemishes of bone marking their authenticity. ",15 X 3,"Bone, Wood",2.50,"3,500",
JD-BH,JD-BH-06,JD-BH-06-020,Ambavadi Toy,Toy,3D,"A sustainable gift item, with miniature crabings handcrafted by bone artisans from Jodhpur. This statement piece can be used as a toy for your kid or doubled as a home decor piece. Also with the royal touch, this toy is a symbol of Rajasthan's regal heritage. Alongside, the intricate floral motifs remind you of your home garden. ",6 X 3,Bone,3.00,"5,000",
JD-BH,JD-BH-06,JD-BH-06-016,Coffee Table,Table,2D,"This handcrafted table is here to accompany you and your coffee for your solitude times. Produced by the craftsmen of Jodhpur, in an unique fashion of bone inlay work on wood, placed in geometric patterns, this circular coffee table can be the talk of the town in your next party. ",18 X 36,"Bone, Wood",2.50,"16,000",
JD-BH,JD-BH-06,JD-BH-06-017,One Drawer Bed Side table,Drawer,2D,"Looking for something contemporary and chic with a tinch of classic rustic? Your search ends now. This one drawer side table is here to store your night time reads, befriend your beautiful bed lamp and add that finesse to your room. Perfectly complimenting are the white and pale yellow of bone, shine of brass and browns of the wood use together in the making of this masterpiece. ",25 X 20,"Bone, Wood, Brass",14.00,"8,000",
JD-BH,JD-BH-06,JD-BH-06-018,Two Drawer Bed Side table,Drawer,2D,"A two drawer side table, that would be the perfect complimentary statement piece for your bed and to upgrade your bedroom. This geometrically engarved piece, bone on wood, gives a regal touch, along with being a pragmatic multi-storage space. ",24 X 18,"Bone, Wood",13.00,"8,500",
JD-BH,JD-BH-07,JD-BH-07-001,Circular Candle Stand ,Stand,3D,The bone inlay candle holder is modern yet keeping with centuries old traditions to create stunning textures and finished. A circular stand that is not just  functional but stylish and pure glamour. The craftsmen delicately shaped fragments of camel bone into beautiful patterns to be set into resins of different colors to create a visually stunning effect. ,4 X 4,"MoP, Wood",0.50,650,
JD-BH,JD-BH-07,JD-BH-07-002,Round MOP Box,Box,3D,"Curated using wood and mother of pearl work this small utility box is perfect to keep handy and small items. Adding a classic touch to your home and office space, the box is sustainble and is great for long-term use. ","4.5 X 4,5","MoP, Wood",0.50,650,
JD-BH,JD-BH-07,JD-BH-07-003,Cylindrical Bone Carved Box,Box,3D,"A cylindrical box made of wood and bone. Beige in colour,  the box has a checkered pattern with ridges on its surface and a matching lid. It is wider at the top and tapers towards the bottom. Can be used as a storage box as well as a decor piece.",2.5 X 2.5,"Bone, Wood",0.50,850,
JD-BH,JD-BH-07,JD-BH-07-004,Bone and Rustic Elephant stool,Stool,3D,This vintage elephant stool has been hand crafted by our artisans from Jodhpur. The bone and resin inlay work is an ancient techique. Pieces of bone have been handcarved into geometric shapes and inlaid onto the wooden frame and then a hand prepared brown resin has been added to fill in the gaps and present a striking contrast.,16 X 10.5,"Bone, Wood",2.50,"2,100",
JD-BH,JD-BH-07,JD-BH-07-005,Square Cake stand,Stand,3D,"A unique instrument, a cake stand that can be replicated as an item of home decor or for the placement of any other decor item. Made of wood and mother of pearl, the simplistic design of the product is elegant yet functional that adds to a sophistication of a space. ",12 X 12,"MoP, Wood",2.00,"2,300",
JD-BH,JD-BH-07,JD-BH-07-006,Octagonal bone Tray ,Tray,3D,"A geometrical bone tray that is inspired by the colours of blue city of Jodhpur and reflects the personality of the city it is made in. Functional and stylish, this tray can also be used as a decor item, coupled with a vase and some candles, to add to the perfect cottage core aesthetic of your room. ",14 X 14,"Bone, Wood",2.00,"2,600",
JD-BH,JD-BH-07,JD-BH-07-007,Round Bone Inlay Tray,Tray,3D,This Persian inspired round bone and resin inlay tray has been hand crafted by the artisans of Jodhpur. Hand crafted pieces of bone have been inlaid onto a wooden frame and pasted to achieve this sophisticated design.,14 X 14,"Bone, Wood",2.00,"2,600",
JD-BH,JD-BH-07,JD-BH-07-008,Rectangular Candle Stand,Stand,3D,"Love candles, but fear their dripping wax spoiling your precious surfaces? Here is a simple yet elegant solution. A bone on wood candle stand that could be put into multiple uses, makes lighting a candle safer and better aesthetic looking. ",3 X 3,"Bone, Wood",0.50,750,
JD-BH,JD-BH-07,JD-BH-07-009,Treasure Box,Box,3D,"This treasure box has been hand made by our craftsmen from Jodhpur. The geometric design has been created by hand carving pieces of bone that have been inlaid onto a wooden frame. Resin has been used to achive a striking contrast. It is a statement piece that could transport you to the royal times, of using sandooks and even prompt a treasure trove. ",6 X 6,"Bone, Wood",2.00,"1,900",
JD-BH,JD-BH-07,JD-BH-07-016,Flower Pot,Pot,3D,"This statement piece is an antique gem, with semi precious stones latched onto it for a regal look. The pure bone artefact can be used for home decor and gifting purposes sure to add elegance to any space that it shall occupy. The floral patterns resemble the pietra dura patterns of mighty Taj Mahal, and make this flower pot transport you to a royal palace. ",6 X 2.5,Bone,0.50,"4,000",
JD-BH,JD-BH-07,JD-BH-07-017,Bone and Teak Inlay Tray (8 Dimension),Tray,3D,"This regal tray is a perfect addition to your kitchen interiors. Constructed from precious teak wood veneer featuring inspiring, printed designs, our tray collection will make a unique individualistic statement. ",14 X 14,"Bone, Wood",2.00,"2,600",
JD-BH,JD-BH-07,JD-BH-07-010,Geometric shape Mirror,Mirror,2D,"Bored of rectangular and circular mirrors? Here is a unique design, curated with a unqiue product to enhance the beauty of your home. Monochromatic bone pieces inlaid on wood have been given shape and attached to mirror, to create this product. ",30 X 30,"Bone, Wood, Glass",8.00,"7,500",
JD-BH,JD-BH-07,JD-BH-07-011,Teak carving Bone Mirror,Mirror,2D,The monochromatic bone work inlaid on wood adds a unique hint of bone and horn creativity of the artisans of Jodhpur. The mirror is a symbol of fine artisanary and is sure to enhance the look of any corner of your room.,16 X 24,"Bone, Wood, Glass",5.00,"3,500",
JD-BH,JD-BH-07,JD-BH-07-012,Star design Single Drawer,Drawer,2D,"Fine geometric pattern made using bone on wood, the star shaped side table is a work of fine craftsmanship. It is functional and elegant and shall enhance any space it is used in. It can be used to elevate accent walls, as a storage facility or as a stool for vases, the stars are meant to shine! ",14 X 14,"Bone, Wood",8.00,"6,500",
JD-BH,JD-BH-07,JD-BH-07-013,Bed- SideTwo Drawer Table,Drawer,2D,"This bed side table is the perfect elevation your bedroom needs. With monochromatic geometric patterns made of coloured bone pieces on wood, this drawer table is a functional design. It has enough space to hold all your bed-time essentials and store your beautiful dreams. ",16 X 14,"Bone, Wood",9.00,"7,500",
JD-BH,JD-BH-07,JD-BH-07-014,Side Table,Table,2D,"A stool? A table? Use it either way and and it shall tell a fable. Painted with the colours of its city, Jodhpur, this side ornament is a sight to behold. For any plain wall or side console, this bone on wood work side table is a show stopper. ",15 X 13,"Bone, Wood",7.00,"7,000",
JD-BH,JD-BH-07,JD-BH-07-015,Barfi design stool,Stool,2D,"This simple looking stool is a design genius, made in congruent geometric patterns with bone work on wood. Club it with your dresser or use it to accentuate your accent wall, this is the perfect piece for your monochromatic classic design.",14 X 14,"Bone, Wood",7.00,"7,000",
JD-BH,JD-BH-07,JD-BH-07-018,Bone Mirror Side Table Stool,Stool,2D,"An octagonal wooden side table with black geometric pattern all across. The table has a natural, wooden finish in beige colour with bold black lines. It can also be used as a stool for your mirror or dressing table.",14 X 14,"Bone, Wood",9.00,"7,000",
JD-BH,JD-BH-08,JD-BH-08-004,Flower Vase ,Vase,3D,A beautiful flower vase made of wood and bone. The vase is mainly beige in colour and the neck has delicate floral pattern with a miniature Mughal style painting. The body is covered in another Mughal style painting with the great detailing given to the background and outfits.,14 X 14,"Bone, Wood",15.00,"16,000",
JD-BH,JD-BH-08,JD-BH-08-005,Wood-Bone Carved Elephant (Set of 2),Elephant,3D,A set of two carved wooden elephants with bone detailing. The figures are made of pure wood with a natural finish and have detailing done with bone. Each have a rug carved on the back with a white floral pattern. Beautiful bone inlay work on the curved surfaces.,10 X 12,"Bone, Wood",5.00,"6,500",
JD-BH,JD-BH-08,JD-BH-08-006,Square Night Lamp,Lamp,3D,"A beautiful handcrafted nightlamp made of wood and bone. It has white and royal blue bone inlay in a floral design. The shades instantly resonate to the tranquility of the sea, through its colours. With geometrically engraved patterns , this night lamp is your perfect companion for a good night's sleep. ",5 X 5,"Bone, Wood",3.00,"3,500",
JD-BH,JD-BH-08,JD-BH-08-007,Circular Antique Night Lamp,Lamp,3D,"This barrel looking unique lamp is an intricately engraved and embossed work of bone on wood. The embellishments in gold lacquer add to the shine of the product. With floral patterns and earthy colours, this lamp is a show stopper for any home decor. ",10 X 10,"Bone, Wood",5.00,"6,000",
JD-BH,JD-BH-08,JD-BH-08-008,Tasariya Box ,Box,3D,"Antique and classic, these tasariya boxes can be used for multiple puposes. A set of three various sized, round jars made purely of bone. Each one has a black and white checkered pattern. Can be used for storing jewellery or small trinkets, or simply as decorative pieces.",6 X 8,"Bone, Wood",5.00,"6,500",
JD-BH,JD-BH-08,JD-BH-08-009,Round Teak Inlay Tray Set of 2,Tray,3D,"A handcrafted round wooden tray with bone detailing. Made of teak wood, the tray has floral pattern done with bone and teak inlay. The sides have a four-leafed spade motif. The wood has a natural finish that goes well with the white bone pattern. Can be used as a trinket or jewellery tray.",14 X 14,"Bone, Wood",6.00,"6,000",
JD-BH,JD-BH-08,JD-BH-08-012,Bakur candle stand & Tray set,Tray,3D,"A unique and exclusive piece of craft, this set of tray and candle holder comes in an unsual color of brown and black, and with finely engraved intricate floral designs made with bone on wood. The set can enhance the look of your dining space and can even be a great gifting product for any festive season. ",4 X 4,"Bone, Wood",1.50,"1,000",
JD-BH,JD-BH-08,JD-BH-08-013,Tissue Box ,Box,3D,"Floral inlays and exquisite bone work make this tissue box an unique keep for any kitchen. Inspired by the miniature floral motifs of Rajasthan miniature art, the contrasting wood and bone work in brown and white make for a classic looking piece that can enhnace the your dining table's look. ",6 X 10,"Bone, Wood",1.50,"1,200",
JD-BH,JD-BH-08,JD-BH-08-015,Pencil Box,Box,3D,"A rectangular pencil case made of wood and bone, that can also be doubled as a jewellery box. The surreal colour combination of white and teal gives a radiant look to the piece. With floral motifs, the piece is further enhanced as a enchanted forest. ",12 X 3,"Bone, Wood",1.50,"1,400",
JD-BH,JD-BH-08,JD-BH-08-016,Miniature Painting small Almirah,Almirah,3D,"Get over wooden and aluminium almirahs. Here is a statement piece of bone work almirah that makes your bedroom look like a royal suite. Painted throughout with miniature folklores and motifs from Rajasthan, this piece is handcrafted in about a month to grace your homes. ",7 X 4,"Bone, Wood",3.00,"3,500",
JD-BH,JD-BH-08,JD-BH-08-017,Fountain Night Lamp,Lamp,3D,"A night lamp modelled like a fountain, the statement piece is a symbol of creativity and artistic intelligent. Made of bone and wood, the lamp is beige in colour with ridges on the surface. Use it as a home decor or gift it to a loved one, this piece is sure to make heads turn. ",6 X 6,"Bone, Wood",3.00,"3,500",
JD-BH,JD-BH-08,JD-BH-08-018,Half Round Jewellery Box,Box,3D,"Your beautiful jewels deserve a beautiful cover. This quadrangle box is a storage for your precious gems and knick knacks that get lost everytime you need them. With geometric and floral patterns, the tiny box has an antique aesthetic appeal to it that is unique on its own. ",3 X 2.5,"Bone, Wood",1.00,800,
JD-BH,JD-BH-08,JD-BH-08-019,Set of 3 Bone Vase ,Vase,3D,"A set of three vases, set on wood, purely inlaid with bone, giving it an asthetic look. The simple design is an example of fine craftsmanship and an epitome of beauty in simplicity. With colourful flower arrangements or greens, these vases are surely a statement stand-out piece in your home decor collection. ",14 X 5,"Bone, Wood",4.00,"5,500",
JD-BH,JD-BH-08,JD-BH-08-020,Bone Bowl,Tray,3D,"A perfect accessory for your dining table setting! An elevated bowl made of bone and wood with floral motifs. The bowl is perched on another, smaller inverted bowl. The outer portion of the bowl has ridges in a natural wooden finish, while the inside has an olive green background with red and mustard flower motifs. ",15 X 15,"Bone, Wood",5.00,"7,000",
JD-BH,JD-BH-08,JD-BH-08-021,Mirror Stool,Stool,3D,"A monochromatic geometeric print stool that can be a complementary addition to your sofa set! Handcrafted with wood and bone inlay work, this product is classy and elegant and can enhance any bland space. ",14 X 14,"Bone, Wood",12.00,"7,500",
JD-BH,JD-BH-08,JD-BH-08-001,Round Side Table of Two,Table,2D,"Add a modern classy touch to your home with these round side tables made with a wood and bone top. The tables have bone-inlay in a bright forest green colour with chevron and striped designs. Compliment to your signature wall or mix- match with dinning chairs, this side table set can uplift the look of any corner. ",18 X 15,"Bone, Iron, Wood",30.00,"11,500",
JD-BH,JD-BH-08,JD-BH-08-002,Mirror Frame (Small),Frame,2D,"Inspired by the colours of its city, the inlaid mirror from Jodhpur transports you to the Persian tales you read as a child. Add a sense of calm to your elegant home with this bone on wood inlaid statement piece. With a flickering reflection of yellow light and a reflection of a green potted plant, you can create your own zen space.   ",24 X 36,"Bone, Wood, Glass",10.00,"3,500",
JD-BH,JD-BH-08,JD-BH-08-003,Bone Table and Stool Set ,Table,2D,"Chic, modern and elegant. This set of table with a pair of matching stools can elevate the look of your dining space. The wooden table top has bone inlay in black and white colour in a delicate floral design, same as the stools. ",43 X 15,"Bone, Iron, Wood",35.00,"12,000",
JD-BH,JD-BH-08,JD-BH-08-010,Square Mughal Design Tray,Tray,2D,A rectangular tray made of bone with white and bright forest green details. The tray has jali work in forest green colour and the white bone has natural blemishes adding to the beauty of this piece. Can be used a decorative piece too.,12 X 14,"Bone, Wood",6.00,"5,000",
JD-BH,JD-BH-08,JD-BH-08-011,Corner cut mirror ,Mirror,2D,"This mirror makes you look just how beautiful you are! The perfect placement for your console table, the handcrafted piece is a statement in your home. Place some fresh flowers, and add mood lighting to make it the must-have arrangement for your home. ",,,,,